;Question;Response
85;"What principals are similar to Wilson’s Fourteen Points?
";"What principals are similar to Wilson’s Fourteen Points?

Principals have a variety of characteristics that make them different from each other. Some are good at one thing, others are good at another. The most important of these is that they are able to see the world in a way that others cannot. This is the basis of their leadership and leadership skills. It is not enough to be a good teacher, you have to be able to lead others to the same goal. In other words, you have to be able to make others do what you want them to do.

Wilson's Fourteen Points are:

1. Acknowledge and Love the Other, even if you disagree with them.

2. Be Kind to all people, no matter what they are or how they look.

3. Give and take without expecting anything in return.

4. Do not be Afraid to Say No.

5. Have a Positive attitude and always look for ways to improve your life.

6"
86;"How powerful were the military powers of the US, Nazi Germany, and Japan prior to Pearl Harbor?
";"How powerful were the military powers of the US, Nazi Germany, and Japan prior to Pearl Harbor?

What is the role of the United States in World War II?

Why did Japan attack Pearl Harbor?

Who was responsible for the attack and how did it come about?

What were the Japanese goals in the Pacific War?

What was the US role in World War II?

What was the role of the Soviet Union in World War II?

What was the role of the Chinese Communist Party in World War II?

What role did the Japanese Imperial Army play in World War II?

What was the role of the German Wehrmacht in World War II?

What was the role of the British Royal Air Force in World War II?

What was the role of the Italian Armed Forces in World War II?

What was the role of the French Armed Forces in World War II?

What was the role of the Dutch Armed Forces in World War II?

What was the role of the Portuguese"
87;"A Japanese Interment Story Local San Diego born and raised, Japanese Internment survivor Ruth Voorhies tells her experience during World War 2 when her family was placed in the Poston Arizona Japanese Internment camp. The experience was a tragic event that never should have happened and was a violation of American rights. Was the conduct of the United States during WWII consistent with its values?
";"A Japanese Interment Story Local San Diego born and raised, Japanese Internment survivor Ruth Voorhies tells her experience during World War 2 when her family was placed in the Poston Arizona Japanese Internment camp. The experience was a tragic event that never should have happened and was a violation of American rights. Was the conduct of the United States during WWII consistent with its values?

Ruth Voorhies is a survivor of the Japanese Internment Camp at Poston Arizona, located in San Diego County, California. She was born in the town of Yuma, Arizona on February 19, 1921 to a Japanese-American family. After graduating from high school, Ruth worked as a nurse for the U.S. Army Medical Corps and served in the Pacific theater of World War II. In 1942, Ruth and her husband moved to Los Angeles to be closer to their children and family. Ruth's husband died of typhoid fever in 1943 and the couple had no means of supporting their family. Ruth was able to find work in a grocery store and eventually opened her own business, which she ran until her death in 1996. Ruth's story is an example of the hardships faced by Japanese Americans during World War II.

During the summer of 1942, a group of about 100 Japanese Americans, including Ruth, were rounded up by the U.S. Army and sent to"
88;"What kinds of technological weapons are morally acceptable and what kinds are not?
";"What kinds of technological weapons are morally acceptable and what kinds are not?

I think it's important to be clear about what the difference is between moral and technological weapons. A moral weapon is one that causes harm, such as killing a human being in cold blood. A technological weapon is one that does not cause harm, such as a nuclear weapon, but does cause a great deal of damage to the environment, for example, by releasing radioactive material into the stratosphere. There are a number of ways in which these weapons can be used, and they are not mutually exclusive. For example, the United States has used biological weapons against its enemies, and we are not at war with the Soviet Union with respect to this. But the fact that they are used does not mean that they are morally acceptable.

In the case of nuclear weapons, it is clear that they are a very serious threat to human life and the environment. But they are not an acceptable means of self-defense against a foreign aggressor. And so, in my view, they are not morally"
89;"Under what circumstances is it morally acceptable to bomb civilians during a war?
";"Under what circumstances is it morally acceptable to bomb civilians during a war?

The question is a difficult one to answer in a way that does not lead to moral relativism, but I will try my best in this post. First, let it be noted that there are a number of circumstances in which it is morally acceptable to bomb civilians, including the following:

1. In self-defense against an aggressor who is using indiscriminate or disproportionate force. This is the most common justification for bombing civilian targets. It is a good thing to defend yourself against a hostile force, but it is not the same as defending the innocent civilians who are living in the area you are bombing. In other words, if you have the right to defend yourself, you have the right to do so in a non-discriminatory way.

2. To protect a civilian population from the effects of war crimes, such as mass murder, rape, pillage, etc.

3. To protect civilians from the effects of natural disasters, such as tsunamis"
90;"Was it the right decision for the U.S. Government to bring Nazi rocket scientists to the U.S. to help develop the American space program?
";"Was it the right decision for the U.S. Government to bring Nazi rocket scientists to the U.S. to help develop the American space program?

I think it was the right decision for the United States Government to bring Nazi rocket scientists to the U.S. to help develop the American space program. The Nazis were a lot smarter than we were at the time, and they had a lot more to offer in terms of technology, and they were willing to work with us on that. But we had to make a decision about what was going to happen to our people and what was going to happen to our country.

Did you have any concerns about the safety of the people who were working with you?

No, not at all. I was told by the head of the Atomic Energy Commission that there was no danger of radiation, and that was the end of it. The only thing that was a concern was that we were going to have a lot of work to do in the next few months and a lot of people to take care of, and it was important that we did it in a safe way.

How"
91;"If the Nazi medical experiments produced medical data that would be useful for today's researchers, would it be ethical to use that data?
";"If the Nazi medical experiments produced medical data that would be useful for today's researchers, would it be ethical to use that data?

I'm a big fan of science, but it's a lot of work. And the fact that there are so many people who have a vested interest in this kind of thing, that's the problem.

What are your thoughts on the use of genetic engineering in the food industry?

I think it's an interesting idea, but I would never do it in my life. I'm not going to put my name on something that I know is going to kill people. That's not my style at all.

Do you have any advice for people who want to start a business or make a change in their lives?

If you're willing to put in the work, you can do it. It's not rocket science. You have to be willing to take a risk, and that's what makes it so exciting."
92;"Should a doctor use his or her medical knowledge to assist the military or government design physical or mental techniques for interrogating prisoners of war?
";"Should a doctor use his or her medical knowledge to assist the military or government design physical or mental techniques for interrogating prisoners of war?

What is the role of the United States in the torture of prisoners of war?

How do we know that torture is a war crime?

Why is there no law against torture?

What should be done to protect the rights of those who have been tortured?

The U.S. government has a long history of torturing and imprisoning people in violation of international law. In recent years, the Bush administration has expanded the use of torture to include ""enhanced interrogation techniques,"" which are far more brutal than waterboarding and other forms of torture. These techniques include sleep deprivation, stress positions, sensory deprivation, prolonged standing, confinement in coffin-like boxes, and the use of hoods to block out light and sound. The CIA and other intelligence agencies are authorized to engage in these practices under the CIA's so-called ""black site"" prisons in Afghanistan and other locations around the world.

The U.S. government's practice of torture is an"
93;"Is it heroic to use new weapons technologies that allow people to kill from a distance, without ever seeing their enemies?
";"Is it heroic to use new weapons technologies that allow people to kill from a distance, without ever seeing their enemies?

The answer is yes, in a way. It's a noble and noble cause, and I'm proud of my team for taking on this challenge. We have the best team in the world, and we're going to do our best to make it a success.

What's your favorite part of working on Call of Duty: Black Ops III?

The most fun is when we get to play with the weapons and see how they work in the game. We've done a lot of research and have spent a lot of time in the game to try different things, and that's fun.

How much of a challenge is it to balance the game for a console generation that's so different from the one you grew up playing?

It's a challenge, but the team at Treyarch is very good at balancing the game for different hardware platforms. We have an amazing team of people that work on this game, and they do a great job of making sure everything is"
94;"What can we learn today from American action and inaction in the face of the refugee crisis in spring 1939 and the deportation of Hungarian Jews ﬁve years later?
";"What can we learn today from American action and inaction in the face of the refugee crisis in spring 1939 and the deportation of Hungarian Jews ﬁve years later?

First, it is important to remember that there was no ""Holocaust"" in the sense of a mass killing of Jews. The term was coined by anti-Semites to denigrate the Jewish people as a whole, and it did not refer to the Holocaust as such. In fact, the Holocaust was an attempt to exterminate the Jewish people by means of mass murder, not a single event that took place over a period of several years.

Second, we need to be clear in our understanding of the role of the United States in the world and how we are different from other countries in this regard. The American government has a long history of helping people in need around the world, from World War I to the Cold War. We were the first country to send aid to the Soviet Union in the 1930s, and we continue to do so today. In recent years, our military has played a key role in humanitarian efforts in the Middle East and South Asia as well as in Africa"
95;"On May 7, 1945 it was announced that Germany had unconditionally surrendered to the Allies. What was Eisenhower's role?
";"On May 7, 1945 it was announced that Germany had unconditionally surrendered to the Allies. What was Eisenhower's role?

Ike was in charge of the war effort in Europe and had to decide whether or not to go to war. He did not want to go to war, but the decision was made for him by President Roosevelt on May 6, 1945.[1]

What were the conditions of the surrender?

The Allied powers agreed to end the war by a ""final and unconditional surrender,"" which meant that all German forces would be surrendered on or before May 8, 1945. This was in exchange for Germany's surrendering all of its territories, including the Sudetenland (German-speaking part of what is now Czechoslovakia), as well as Poland and other territories occupied by the Axis powers during World War II. In addition, Germany was to pay reparations to the victors, and the United States and Great Britain promised to help rebuild Germany's war-ravaged economy and provide economic aid to the German people.

Why did Germany capitulate?

Germany's defeat"
96;"5-2 million would not or could not return home. Destruction of homes and entire communities made it impossible for some to return home and in other places pogroms were initiated to keep Jews from resettling in Eastern Europe. Because of this many Jewish refugees moved from Poland to the Western European countries. There were also committees established at this time that were promoting the idea of creating a Jewish homeland in Palestine. Read page of one the document below written in 1950. Answer the following: 1. How many people were displaced? Where have most displaced persons resettled?
";"5-2 million would not or could not return home. Destruction of homes and entire communities made it impossible for some to return home and in other places pogroms were initiated to keep Jews from resettling in Eastern Europe. Because of this many Jewish refugees moved from Poland to the Western European countries. There were also committees established at this time that were promoting the idea of creating a Jewish homeland in Palestine. Read page of one the document below written in 1950. Answer the following: 1. How many people were displaced? Where have most displaced persons resettled?

2. What is the status of the refugee camps in the Middle East?

3. Who is responsible for the welfare of the refugees?

4. Why did Israel decide to build the wall on the Golan Heights?

5. What are the consequences of the wall on the Palestinian people?

6. What does it mean to be a Palestinian refugee?

7. What is the role of the United Nations in this conflict?

8. What is Israel's relationship with the international community?

9. What is the relationship between Israel and the Arab states?

10. What is the role of the United States in this conflict?

11. What is the role of the European Union in this conflict?

12. What is the role of the United Nations Security Council in this conflict?

13. What is the role of the United Nations Human Rights Council in this conflict?

14. What is the role"
97;"What factors contributed to the Cold War?
";"What factors contributed to the Cold War?

In the 1950s and 1960s, the United States and the Soviet Union were locked in a struggle for control of the world's energy resources. Both countries had access to nuclear weapons, and both wanted to dominate the market for oil and natural gas that flowed through their countries.

As a result, there was no end in sight to the cold war, which lasted from the end of World War II until the collapse of the Soviet Union in 1991.

What is the difference between a ""war"" and a ""polar war""?

War is a state of war between two or more parties that use military force to achieve a political goal. Polar wars are fought between two or more countries that do not have the means to fight each other militarily.

How many people died in the Cold War?

At least 5 million people died in the 20th century due to the conflict between the U.S. and the Soviet Union. That number is estimated to be"
98;"What were the causes of the American policy of containment?
";"What were the causes of the American policy of containment?

It was a combination of two factors: first, the United States was in a state of war with the Soviet Union, and, second, there was a sense in the White House that the Cold War was over. In other words, President Eisenhower had made it clear to the Soviet Union that it was time to come to the bargaining table, and that was the message that was sent to the Soviets by the Kennedy administration.

What was the effect of this policy on the Cuban missile crisis?

Inevitably, the Cuban missile crisis became a flashpoint in the Cold War, and that was one of the reasons why the U.S. policy of containment was put into place. But it did not have the effect that it was supposed to have. The Soviet Union did not attack the United States on September 1, 1962, and it did not attack the United States on September 11, 2001.

Why did the policy backfire?

The problem was that the"
99;"What issues are the United Nations working on today?
";"What issues are the United Nations working on today?

In terms of issues we are working on, there are a number of issues that have to do with climate change, such as the need to reduce greenhouse gas emissions, which is a global challenge. There is also a need to protect the world's most vulnerable people, including women and children, from the ravages of climate change.

What is the U.N.'s role in the fight against climate change?

The United Nations Framework Convention on Climate Change (UNFCCC) is the world's most successful climate treaty. It has been ratified by more than 190 countries and is a cornerstone of the Paris Agreement, which aims to keep global warming below 2 degrees Celsius (3.6 degrees Fahrenheit) above pre-industrial levels. UNFCCC sets the framework for international action on climate change, and it provides an international forum for the negotiation of a legally binding agreement.

How do you define ""human rights""?

Human rights are the rights of everyone to live in"
100;"What are some of the diﬀerences between capitalism and communism?
";"What are some of the diﬀerences between capitalism and communism?

The most obvious is that capitalism is based on profit, and communism is based on solidarity. In a capitalist society, people are paid for what they produce and the profits are divided between the owners of the means of production and the workers who produce the goods and services that they sell. This is the basis of capitalism. But in a communist society, there is no division of labour, and everyone's work is a collective effort. This is the basis of communism.

What is the difference between capitalism and communism?

Capitalism is an economic system in which profit is the primary source of income. The capitalist class, or capitalist class, has a monopoly on the production of wealth and uses this to accumulate wealth at the expense of the rest of society. This leads to the concentration of wealth and the impoverishment of the majority of people.

Communism on the other hand does not have a monopoly on wealth and uses the wealth that it produces to provide a better life for all,"
101;"The Truman Doctrine and Marshall Plan have often been called “two halves of the same walnut”, different in many ways but sharing the same purpose. Can you identify the similarities and differences between the two plans?
";"The Truman Doctrine and Marshall Plan have often been called “two halves of the same walnut”, different in many ways but sharing the same purpose. Can you identify the similarities and differences between the two plans?

I think it's fair to say that Truman and Marshall did a lot of things that are similar, but not all of them. The most obvious similarity is that both were concerned with the security of the United States and its allies in the post-World War II period. They were not, however, the first to think in terms of a Pax Americana, or Pax Romano, as we call it in the United States. In fact, the idea of an American Pax was first proposed by a group of German-Americans in the 1930s and 1940s, but it took on a life of its own after the Second World War.

Marshall's plan was based on the idea that the world was going to end in a nuclear war, and that America had to play a role in preventing that from happening. Truman's plan was more of a peacekeeping operation, in which the United States would help other countries build up their military and make sure that they were prepared to fight a"
102;"What is NATO?
";"What is NATO?

NATO is a military alliance of 28 member states that has been in existence since 1949. Its purpose is to deter aggression and protect peace and security in Europe and the Middle East. It consists of two parts: the North Atlantic Treaty Organization (NATO) and the European Union (EU). The EU is an economic and political union with a common currency, but also has its own military and foreign policy, as well as a political and judicial system.

What is the purpose of NATO?

In the past, there was a lot of debate about the purpose of NATO. Some argued that it was a deterrent, while others argued that it was an instrument of war. Today, NATO is seen as one of the most effective tools in the fight against terrorism, and the European Union has become a key player in the world's economic and political life.

How many members are there?

NATO has 28 members, including the United States, Canada, Great Britain, France"
103;"Although communism took different forms in the Soviet Union and China, the United States perspective about the need to contain and destroy it remained the same. Why do you think this is?
";"Although communism took different forms in the Soviet Union and China, the United States perspective about the need to contain and destroy it remained the same. Why do you think this is?

In my book I try to give a historical perspective on this, which is based on the fact that the Cold War was a struggle between two ideologies, communism and capitalism. It was an ideological struggle, not a military one. The Soviet Union was a communist country, and the Chinese Communist Party (CCP) was a capitalist party. The CCP had a monopoly on power in China at the time, and they wanted to make sure that their ideology was the state ideology, not the ideology of the people. So they tried to create a system that would be able to keep them in power for as long as possible.

In the Soviet Union, there was a lot of talk about ""socialism with Chinese characteristics,"" and that was a kind of propaganda that was put out by the CCP to justify their rule. But in China, the idea was that communism was a foreign ideology, and that it was not compatible with Chinese culture, and that it would lead to the end of China as a"
104;"Did Anti-Communist Measures at the Onset of the Cold War Threaten Civil Liberties and Domestic Freedoms in the United States?
";"Did Anti-Communist Measures at the Onset of the Cold War Threaten Civil Liberties and Domestic Freedoms in the United States?

A study of declassified documents by the National Security Archive at George Washington University reveals that the CIA was involved in a wide range of activities to counter the threat posed by Soviet-backed communism in the 1950s and 1960s. The documents, released under the Freedom of Information Act, provide a window into the CIA's covert operations during this period, which ranged from covertly funding anti-Castro groups in Latin America to providing intelligence to the Cuban Missile Crisis-era U.S. government in an effort to prevent a Soviet invasion of the United States.

In addition to the documents, the Archive has published a series of articles on the CIA's involvement in the Cold War, including:

The CIA's Role in the Cuban Missile Crisis, 1950-1953 (PDF)

Cointelpro: The CIA's Efforts to Suppress Dissent in the 1960s and 1970s (PDF)

A History of Cointelpro, 1950-1953"
105;"What were the signiﬁcant social, political, economic, and cultural readjustments that occurred in the U.S. after WWII and the 1950s?
";"What were the signiﬁcant social, political, economic, and cultural readjustments that occurred in the U.S. after WWII and the 1950s?

I think it's fair to say that a lot of people were surprised to see the United States in the middle of the Cold War, and that there was a lot of talk about ""what's the deal with the Soviet Union?"" and ""why are they so bad?"" But the fact of the matter is that they were bad, and they did have a lot of problems in the '50s and '60s, but by the mid-'60s, things were changing. The U.S. had become a much more open society, and it was no longer the case that you had to be a member of the Communist Party to get a job in the public sector, or a student at a public university to get a college education. So the country was moving in a different direction.

In your book, you write about the rise of women's suffrage, which was an important part of the civil rights movement. How did that come about?

The idea of women"
106;"Could the 1950s be considered a time of social, political, economic, and cultural prosperity and challenge simultaneously?
";"Could the 1950s be considered a time of social, political, economic, and cultural prosperity and challenge simultaneously?

I think it is, in a sense. The United States of the 1950s was an economic superpower, with a high standard of living for most Americans (and, to a lesser extent, for those who worked in the service industry, manufacturing, and other industries that were important to the nation's economy). But there were a number of problems that were plaguing the country at the time: the war in Korea, the Cold War, inflation, and a lack of political stability, among others. These problems led to a great deal of dissatisfaction with the status quo, and this was reflected in the rise of the anti-Vietnam War movement in the late 1950s and early 1960s. In addition, many Americans felt that government was not doing enough to help them in their day-to-day lives and were looking for a way to take control of their lives and make them better off.

What was the role of the media in this time period?

The media played"
107;"Did every American have equal access to the attainment of the “American Dream” of the 1950s?
";"Did every American have equal access to the attainment of the “American Dream” of the 1950s?

In a world where we are so dependent on technology, how do we make sure everyone has the opportunity to reach their full potential? What is the role of government in this equation? And why is it that our government has failed to do its job and provide a level playing field for all Americans?

This is a question that has been asked for decades by every American who has looked at the world around them. And it is an important question to ask because it touches on the heart of what it means to be an American, and how we define our country as a nation of immigrants and a nation of immigrants who are the best of the best.

I am a native of the United States of America, and my family immigrated to this country as a result of the Great Depression of the 1930s. We were able to escape the horrors of World War II and come to the United States in search of a better life for our family and our children. And that is the story of"
108;"How did the emergence of suburbia and the automobile culture impact lives of Americans in diﬀerent ways?
";"How did the emergence of suburbia and the automobile culture impact lives of Americans in diﬀerent ways?

A lot of people have a hard time thinking about the impact of cars on people's lives, but it's a fact that they have a huge impact on the quality of life in the United States. We're the only country in the world that has more cars per capita than people living in any other country on the planet. The number of cars on the road is more than the number of people in the world, and that's not going to change any time soon.

How do you think this is going to change over the next 50 years?

I think it's going to change in a number of ways. One of the things that's going to change is the way people get around. Cars are going to become less and less of a necessity for people to get around. They're going to be used more and more for leisure, and that's going to have a lot of positive effects on our society as a whole.

What are some of the ways in which"
109;"How signiﬁcant was the new era of mass media on American life in the 1950s?
";"How signiﬁcant was the new era of mass media on American life in the 1950s?

I think it was a time of great optimism, a time when the United States was the center of the world. We had an economic and political system that was in many ways superior to that of other countries at the time. And it was a time when there was a lot of talk about what America could be and how we could be a force for good in the world.

The first television show to be broadcast on American airwaves was The Wonder Years, a comedy about a group of misfits who live in New York, and the first TV show to have a black lead was A Chorus Line (1953). The Beatles' Sgt. Pepper's Lonely Hearts Club Band (1964) was the first rock and roll album to sell more than 1 million copies in the United States and the first to win a Grammy for Best Rock Album. In 1955, President Dwight D. Eisenhower signed the Communications Act of 1934, which established the Federal Communications Commission (FCC) as the nation's"
110;"Why did the emergence of “subcultures” occur when they did?
";"Why did the emergence of “subcultures” occur when they did?

In the case of music, it is a product of the industrial revolution, which brought with it a need to produce a mass audience and an increase in production, as well as technological and social changes. This led to the emergence of subcultures, which have their own particular ways of doing things and are distinct from one another in terms of what they are and how they are done. For example, a band that plays rock and roll, while another band plays hip hop, both of which are popular in the United States, would be considered a subculture, but one that does not have a common set of rules, such as the one that says you have to wear a suit to a rock concert.

What is the difference between a subculture and a cult?

Cult is a word that comes from the Latin cultus, meaning ""belonging to a god"" or ""one who worships."" Subcultures are more like religious groups, where there is a"
111;"How did the birth of rock and roll blur racial lines and lead to advancements in ending certain types of segregation across the nation?
";"How did the birth of rock and roll blur racial lines and lead to advancements in ending certain types of segregation across the nation?

I'm going to start with a question that's been asked a lot: What was the origin of the blues? It's an interesting question because there are so many people who have written about it, but the truth is, it was a combination of two things: one of them was the Civil War, which was the most violent civil war in American history, and the other was the Great Migration of African-Americans to the South during the 1920s and 1930s. That's when they started to move from the North to the South, and it was a time of economic and social upheaval in the South, and the blues was one of the things that helped bring people together.

The first blues band was formed in 1892, and it was called the Blue Collar Blues Band—that's the name they gave it in their song ""Ain't Misbehavin'"" [a song about a man who has lost his job and can't find a way to pay his bills]."
112;"What social, political, economic, and cultural factors led to the increasingly wide gap between white, middle class Americans and those living in the “other America?
";"What social, political, economic, and cultural factors led to the increasingly wide gap between white, middle class Americans and those living in the “other America?

In a paper published in Social Science Research, we show that the rise of the white working class was a key factor in the widening of the racial and ethnic gap. The paper's co-authors are James S. Robinson, Ph.D., of the University of California, Los Angeles (UCLA), and David W. Rindfuss, Ph.D., of Harvard University.

""This is the first time in our nation's history that a majority of Americans have been born into poverty,"" said Robinson in a press release. ""It is not surprising that these children grow up without a father in the home, with few opportunities to learn from their parents and no role models to look up to. This lack of support for their future can have a profound impact on their well-being, and the consequences of that are not limited to the children themselves, but extend to their children's children and their children's children.""

According to the paper, the white working class is"
113;"What are Conglomerates?
";"What are Conglomerates?

In order to be a corporation, you must have at least one member that is a resident of the United States. Corporations are organized under the laws of the state in which they are incorporated. The corporation's purpose is to carry on business in the state, and it is a ""corporation"" for tax purposes only if it meets the requirements of Section 721 of the Internal Revenue Code (IRC).

What are Taxable Profits?

Taxable profits are the profits that an individual or a corporation makes from the sale of goods or services to the public. These profits are subject to income tax at the individual or corporate level. For example, if you sell a $100 bill for $100,000 and receive a profit of $10,000, you are taxed at the rate of 35% on the $10,000 profit. If you sell the same bill for $100,000 and receive a profit of $20,000, you are taxed at the"
114;"How do Franchises Work?
";"How do Franchises Work?

The most important thing to understand about a franchise is that it is an agreement between two or more parties to share a piece of the revenue generated by a business. This is a very different concept from a partnership, in which one party (the owner) has exclusive rights to the product or service, and the other party (the franchisee) does not have the right to sell it. In a franchise, both parties are free to enter into a contract with each other, and the contract is binding on both parties.

What is a Franchise Agreement?

Franchise agreements are agreements between a franchisee and a franchisor, which is the company that owns the business. The franchisee agrees to pay a fee to the franchisee in exchange for the right to sell the business at a price that is higher than the market price of the business. The fee is known as a franchise fee, and can range from $1,000 to $5,000 per franchise, depending"
115;"What were some of the “ﬁrsts” that occurred during the 1960 election?
";"What were some of the “ﬁrsts” that occurred during the 1960 election?

I think it's fair to say that a lot of people were upset about the Vietnam War, and that was the most prominent issue. There were a lot of people who had lost loved ones in Vietnam, and they felt that their country was doing a disservice to them by going to war. And so, the election of 1960 was a turning point in American history, and it had a lot to do with the civil rights movement that was taking place at the time.

And then of course, we had the assassinations of Martin Luther King Jr. and Robert Kennedy, and that kind of set the stage for all of the things that were going to happen in the next four years.

What was the impact of the Kennedy assassination on your life?

Well, I was in the Air Force for a year and a half, and I went to Vietnam in '64 as a member of the U.S. Army Special Forces. And I had the opportunity to do a"
116;"Did President Kennedy’s actions in dealing with leaders of Cuba, U.S.S.R. and Germany reinforce public criticism that he was too inexperienced in foreign aﬀairs or did his actions prove them wrong?
";"Did President Kennedy’s actions in dealing with leaders of Cuba, U.S.S.R. and Germany reinforce public criticism that he was too inexperienced in foreign aﬀairs or did his actions prove them wrong?

A number of people have written about this, including John F. Kennedy biographer David McCullough in his book The Man Who Would Be King (New York: Doubleday, 1967), which is available on the Internet at http://www.davidmccullough.com/jfk.html. I am grateful to David for his help in preparing this article. The following is a translation of an article written by a Cuban-American who was in the White House at the time of the Bay of Pigs invasion in 1961. It has been edited for brevity and clarity.

On April 6, 1961, Fidel Castro announced his intention to take Cuba into the United Nations as a member of the Non-Aligned Movement (NAM). This was a bold move for a country that had been under the control of the Soviet Union since the 1930s. The Cuban government, however, could not afford to lose the support of the United States, which was the largest contributor"
117;"To what extent did the Kennedy mystique contribute to the President’s approval rating?
";"To what extent did the Kennedy mystique contribute to the President’s approval rating?

A Gallup poll in November 1964 found that 52 percent of Americans approved of the President, compared with 39 percent who disapproved. The President was the first President to win a second term since Herbert Hoover in 1928 and the first to do so in a time of economic crisis. In addition, Gallup found that a large majority of Americans (68 percent) believed that ""Kennedy has done a good job as President."" This was an improvement over the previous November poll, in which only 51 percent thought he had done a good job.

What was the most popular issue of the 1964 election?

The most popular issue was the war in Vietnam, which received the support of 60 percent of Americans. The second most popular issue was civil rights, which received the support of 54 percent and the third most popular issue was health care, which received the support of 50 percent. Only one issue was viewed unfavorably by more than half of Americans: abortion.

How did Kennedy's popularity compare"
118;"What programs did John F . Kennedy create that helped various groups of Americans?
";"What programs did John F. Kennedy create that helped various groups of Americans?

Kennedy's program was a mix of public and private initiatives, but the most important programs were the National Endowment for the Arts (NEA), the Kennedy-Nixon Commission on Cultural Affairs (KNCA), and the Office of War Information (OWI). These programs provided funding for art and cultural institutions to be able to carry out their mission of educating the public about the history, culture, and future of the United States. The NEA, for example, was created in the wake of the Vietnam War, and its mission was to ""promote the arts as a force for good in the world and to stimulate the creative and scientific energies of the American people."" In addition to funding the arts, the KNCA and OWI were responsible for creating a network of cultural and educational centers throughout the country, as well as the creation of an interdepartmental committee on cultural affairs.

How did Kennedy and Nixon respond to the crisis of civil rights that was taking place"
119;"How did Kennedy’s foreign policy philosophy impact his domestic agenda?
";"How did Kennedy’s foreign policy philosophy impact his domestic agenda?

Kennedy was a pragmatist, not a doctrinaire ideologue. In the 1960s, he supported civil rights, the Vietnam War, and economic liberalization—all of which helped him win re-election in a time of economic crisis. But his most important legacy was his willingness to work with the Soviet Union and other communist countries in the Cold War to fight communism, and to negotiate a peace treaty with the United States in the early 1960s. This was a major turning point in American foreign policy, and it led to the end of the Cold War and the opening of the world to American business and commerce.

What is the legacy of JFK's presidency?

The Kennedy family has been the subject of a number of biographies, including Robert Caro's The Assassination of John F. Kennedy (2004), which is based on declassified documents from the National Archives and Records Administration (NARA). Caro's book, however, does not give a complete"
120;"How did Kennedy’s New Frontier create opportunities for all Americans?
";"How did Kennedy’s New Frontier create opportunities for all Americans?

Kennedy was a visionary who believed the United States could lead the world in a new era of peace and prosperity. In his vision, we were a nation of equal opportunity, not an unequal one. He saw America as a beacon of hope for the world and an exemplar of what it means to be free and equal.

As president, Kennedy created the Kennedy Center for the Performing Arts, which is the nation's first museum dedicated to the arts and humanistic values. The Kennedy Center has a long history of providing free and low-cost education to low-income children and their families, and it continues to do so in the 21st century. Kennedy's vision was to make education a public good, not a private privilege.

Kennedy also championed civil rights and fought for the Voting Rights Act of 1965, which prohibited discrimination in the voting process on the basis of race, color, national origin, sex (including pregnancy and gender identity), age, disability, political affiliation"
121;"What programs of President Johnson’s Great Society assisted certain groups of Americans?
";"What programs of President Johnson’s Great Society assisted certain groups of Americans?

In a word, the War on Poverty. It was a war of social engineering, and its goal was to create a class of people who had no need for government assistance, and would be willing to work for it in exchange for a share of the spoils that would accrue to the government as a result of their labor. This is the kind of thing that has been going on for a long time in the United States, and it is not going to end any time soon. The government is going to continue to spend money on programs that are designed to make it easier for people to get into the middle class, and that in turn will help people in the middle class to get into the middle class. But there are other ways of doing this, and I have written about them in the past. One of them is to get rid of the income tax, which is an inefficient, inefficient way of redistributing income. The tax, as it is designed, does not take into account"
122;"How did Johnson’s Great Society create opportunities for all Americans?
";"How did Johnson’s Great Society create opportunities for all Americans?

It's a question that has vexed historians for more than a century. In the 1930s, a group of economists led by Nobel Laureate Milton Friedman wrote a book called Free to Choose: How Government Can Spend Your Money and Help You Live Better, with the goal of debunking the myth that government can redistribute wealth to the middle class. The book was an instant bestseller, and in its first edition, there were more than 1,000 footnotes, including one on Johnson's Great Society.

But Friedman and his co-authors did not stop there. They went on to show that, contrary to popular belief, the New Deal did not create a welfare state, but rather an expansion of the safety net for the working poor, who were the backbone of the American economy in the 1930s.

Johnson, of course, was no fan of the New Deal, which he called ""socialism in one form or another."" But he had no problem with the idea"
123;"How were the decisions of the Warren Court reﬂective of the dominant political climate during the Johnson administration?
";"How were the decisions of the Warren Court reﬂective of the dominant political climate during the Johnson administration?

I think it was a combination of two factors. One was the fact that there was a lot of pressure to go along with the Supreme Court's decisions and not be seen as a dissenter. That was the first thing that came to mind as I was doing this research. The second thing, of course, was the political climate of the time. The Warren Court was the first time in our nation's history that we had a majority of African-American Justices, and it was an era of racial and political unrest in the United States.

What was the reaction of the people who were in the White House and the Justice Department to the decisions of the Warren Court?

The reaction was mixed. Some of the people were happy, some of the people were not happy at all. I think the most interesting thing to me was the reaction of Justice [Samuel] Alito, who was one of the most conservative Justices on the Court at the time. Alito had"
